nome,endereco,latitude,longitude,cidade
Limeira Shopping,"Av. Carlos Kuntz Busch, 800 - Parque Egisto Ragazzo, Limeira",-22.5333,-47.3859,Campinas
Shopping Parque das Bandeiras,"Av. John Boyd Dunlop, 3900 - Jardim Ipaussurama, Campinas",-22.9253008,-47.1274568,Campinas
Maxi Shopping,"Av. Antonio Frederico Ozanan, 6000 - Vila Rio Branco, Jundiaí",-23.1693954,-46.8917292,Campinas
JundiaíShopping,"Av. 9 de Julho, 3333 - Anhangabaú, Jundiaí",-23.1991964,-46.8903755,Campinas
Shopping Prado Boulevard,"Av. Washington Luiz, 2.480 - Parque Prado, Campinas",-22.9376536,-47.0495992,Campinas
Parque Mall,"R. das Primaveras, 1050 - Jardim Pompeia, Indaiatuba",-23.096041,-47.2229748,Sorocaba
Shopping ParkCity Sumaré,"Av. Rebouças, 3400 - Jardim Paulista, Sumaré",-22.8305694,-47.2661611,Campinas
Tivoli Shopping,"R. do Ósmio, 699 - Vila Mollon IV, Santa Bárbara d'Oeste",-22.7495641,-47.367782,Campinas
Ventura Mall,"Av. Dr. Moraes Salles, 2790 - Nova Campinas, Campinas",-22.905905,-47.0382202,Campinas
Shopping Conceição,"R. Conceição, 233 - Centro, Campinas",-22.9045162,-47.0572788,Campinas
Platz Mall - O espaço mais completo de Sousas!,"Av. Dr. Antônio Carlos Couto de Barros, 475 - Vila Sônia (Sousas), Campinas",-22.8814842,-46.9702214,Campinas
Plaza Shopping Itu,"Av. Dr. Ermelindo Maffei, 1199 - Jardim Paraiso, Itu",-23.2640094,-47.2806481,Sorocaba
ITATIBA MALL,"Av. Pref. José Maurício de Camargo, 320 - Jardim Nossa Sra. das Gracas, Itatiba",-22.9901056,-46.8456135,Campinas
The Mall,"Villa Bella - R. Rute Ferraz de Angelis, 886 - Lot. Res. Vila Bella, Campinas",-22.8558856,-47.0559832,Campinas
Champs Mall,"Av. Ivan Loureiro, 4 - Ponta D'areia, São Luís",-2.5000095,-44.3124285,São Luís
São Luís Shopping,"Av. Prof. Carlos Cunha, 1000 - Jaracaty, São Luís",-2.5107088,-44.28549779999999,São Luís
La Ville Mall,"Península - Ponta D'areia, São Luís",-2.500203,-44.3108504,São Luís
Rio Anil Shopping,"Av. São Luís Rei de França, 8 - Turu, São Luís",-2.5338163,-44.22479430000001,São Luís
Tropical Shopping,"Av. Coronel Colares Moreira, 400 - Jardim Renascença, São Luís",-2.5012846,-44.2877446,São Luís
Shopping Grande Center,"r 338, R. das Flôres, 250, São Luís",-2.5298669,-44.29972480000001,São Luís
Shopping da Ilha,"Av. Daniel de La Touche, 987 - Cohama, São Luís",-2.5274136,-44.2553047,São Luís
Shopping Jordoa,"367 - João Paulo, São Luís",-2.548539,-44.2656262,São Luís
Shopping Rua Grande,"R. Oswaldo Cruz, no 767 - Centro, São Luís",-2.5306891,-44.2966249,São Luís
Pátio Norte Shopping,"Estrada de São José de Ribamar, MA-201, Km-05 nº 1000 - Saramanta, São José de Ribamar",-2.5513366,-44.1924535,São Luís
Praia Grande Shopping,"Av. dos Holandeses, 1 - Quintas do Calhau, São Luís",-2.4899481,-44.255063,São Luís
Shopping Passeio,"Av. Contôrno Norte, 145 - Cohatrac IV, São Luís",-2.5345459,-44.1996797,São Luís
Marajó Shopping,"Av. Guajajaras, 30 - Tirirical, São Luís",-2.5721974,-44.2347826,São Luís
Lusitana Mall,"Av. Daniel de La Touche, 2800 - Cohama, São Luís",-2.5216389,-44.2501226,São Luís
BarraShopping,"Av. das Américas, 4666 - Barra da Tijuca, Rio de Janeiro",-22.9976583,-43.3581268,São Gonçalo
Fashion Mall,"Estr. da Gávea, 899 - São Conrado, Rio de Janeiro",-22.9964157,-43.2594305,São Gonçalo
Parque Shopping Maceió,"Av. Comendador Gustavo Paiva, 5945 - Cruz das Almas, Maceió",-9.6274793,-35.6989387,Maceió
Shopping Farol,"Av. Fernandes Lima, 2551 - Pinheiro, Maceió",-9.6279602,-35.7381973,Maceió
Shopping Pátio Maceió,"Av. Menino Marcelo, 3800 - Cidade Universitária, Maceió",-9.5593611,-35.74600849999999,Maceió
The Mall,"Av. Dr. José Sampaio Luz, 523 - Ponta Verde, Maceió",-9.6599746,-35.6998561,Maceió
Shopping Jatiúca,"Av. João Davino, 321 - Mangabeiras, Maceió",-9.6435131,-35.7022513,Maceió
Ortobom shopping cidade,"Av. Fernandes Lima, 679 - Shopping cidade, Maceió",-9.6447602,-35.73475579999999,Maceió
Pajuçara Shopping,"R. Jangadeiros Alagoanos, 619 - Pajuçara, Maceió",-9.668764099999999,-35.7157453,Maceió
Shopping Popular Nossa Senhora de Fátima,"Rua do Livramento - Centro de, Maceió",-9.6644834,-35.7415541,Maceió
Shopping Miramar,"Av. Juca Sampaio, 2247 - Barro Duro, Maceió",-9.6265848,-35.7161429,Maceió
Blue Shopping,"Av. Alm. Álvaro Calheiros, 342 - Jatiúca, Maceió",-9.645062399999999,-35.7028926,Maceió
Shopping Rio Largo,"Tv. Srg. Aristeu Magalhães, 125 - Conj. Mutirao, Rio Largo",-9.4882995,-35.8536313,Maceió
Midway Mall,"Av. Nevaldo Rocha, 3775 - Tirol, Natal",-5.8112867,-35.2062242,Natal
Natal Shopping,"Avenida Senador Salgado Filho, 2234, Av. das Brancas Dunas, 47 - Candelária, Natal",-5.842104099999999,-35.2116708,Natal
Via Direta Shopping,"Av. Sen. Salgado Filho, 2233 - Lagoa Nova, Natal",-5.840517999999999,-35.2095281,Natal
Espacial Mall,"Av. Engenheiro Roberto Freire, 2020 - Capim Macio, Natal",-5.8577507,-35.1970768,Natal
Partage Norte Shopping Natal,"Av. Dr. João Medeiros Filho, 2395 - Potengi, Natal",-5.7576551,-35.2471069,Natal
Shop Mall Prudente,"Av. Prudente de Morais, 4178 - Lagoa Nova, Natal",-5.8186418,-35.2127823,Natal
Cidade Jardim Shopping,"Av. Engenheiro Roberto Freire, 340 - Capim Macio, Natal",-5.851127099999999,-35.2055217,Natal
Praia Shopping,"Av. Engenheiro Roberto Freire, 3132 - Capim Macio, Natal",-5.8658917,-35.1856317,Natal
Shopping Center Mall,"Av. Brigadeiro Everaldo Breves, 90 - Centro, Parnamirim",-5.9166329,-35.2608345,Natal
Labadee Mall,"Av. Ayrton Senna, 3134 - Neópolis, Natal",-5.8776683,-35.2020247,Natal
Shopping Alecrim,"Av. Coronel Estevam, 1355 - Alecrim, Natal",-5.7970012,-35.21709269999999,Natal
Shopping Seaway,"Av. Engenheiro Roberto Freire, 1962 - Capim Macio, Natal",-5.8600658,-35.1942082,Natal
Tirol Shopping,"Av. Hermes da Fonseca, 1596 - Tirol, Natal",-5.8068497,-35.2032069,Natal
BLACK MALL,"R. Mossoró, 603 - Tirol, Natal",-5.788231499999999,-35.198231,Natal
Dão Silveira Mall | Lagoa Seca,"Dão Silveira Mall - Av. Prudente de Morais, 2700 - Lagoa Seca, Natal",-5.806096999999999,-35.2083943,Natal
Shopping Natal Sul,"Av. Prudente de Morais, 3857 - Lagoa Nova, Natal",-5.816174999999999,-35.2111654,Natal
Dunas Shopping,"Av. Engenheiro Roberto Freire, 2632 - Capim Macio, Natal",-5.8636177,-35.1891141,Natal
Shopping,"Av. Nevaldo Rocha, 3709 - Divino Espírito Santo, Natal",-5.8112356,-35.2063138,Natal
Shopping New Way Center,"Av. Dr. João Medeiros Filho, 5421 - Pajuçara, Natal",-5.746532999999999,-35.2259839,Natal
Teresina Shopping,"Av. Raul Lopes, 1000 - Noivos, Teresina",-5.0854285,-42.7902659,Teresina
Riverside Shopping,"Av. Ininga, 1201 - Jóquei, Teresina",-5.078609999999999,-42.7949117,Teresina
Shopping Rio Poty,"Av. Mar. Castelo Branco, 911 - Porenquanto, Teresina",-5.076076,-42.8010893,Teresina
Shopping da Cidade,"Av. Maranhão, 300 - Centro (Norte), Teresina",-5.091702499999999,-42.8185594,Teresina
Cocais Shopping,"Av. Piauí, 700 - Centro, Timon",-5.091859899999999,-42.82428549999999,Teresina
Grand Dirceu Shopping,"Av. Dep. Paulo Ferraz - Beira Rio, Teresina",-5.1079289,-42.7693036,Teresina
Shopping Cidade Timon,"Av. Francisco Carlos Jansen - São Francisco, Timon",-5.0885497,-42.83543179999999,Teresina
PRAIA DE VERÃO DO TERESINA SHOPPING,"Unnamed Road - Noivos, Teresina",-5.082938899999999,-42.7907757,Teresina
Shopping São Franscisco,"R. Ana Raulino, 588-684 - Centro, Altos",-5.037459399999999,-42.4589039,Teresina
Boulevard Shopping Dirceu,"Av. Dep. Paulo Ferraz, 1819 - Beira Rio, Teresina",-5.1090395,-42.7698584,Teresina
Manaira Shopping,"R. Manoel Arruda Cavalcante, 805 - Manaíra, João Pessoa",-7.098869199999999,-34.8449749,João Pessoa
Mag Shopping,"Av. Gov. Flávio Ribeiro Coutinho, 115 - Manaíra, João Pessoa",-7.0975234,-34.8345231,João Pessoa
Mangabeira Shopping,"Av. Hilton Souto Maior, S/N - Mangabeira, João Pessoa",-7.162671699999999,-34.8306506,João Pessoa
Liv Mall,"Av. Gov. Flávio Ribeiro Coutinho, 500 - Jardim Oceania, João Pessoa",-7.0969783,-34.8376672,João Pessoa
Shopping Tambiá,"R. Dep. Odon Bezerra, 184 - Tambiá, João Pessoa",-7.116382799999999,-34.8798557,João Pessoa
Parahyba Mall,"R. Bacharel José de Oliveira Curchatuz, 850 - Jardim Oceania, João Pessoa",-7.081107299999999,-34.8393403,João Pessoa
Shopping Sul,"R. Bancário Sérgio Guerra, 900 - Anatólia, João Pessoa",-7.1489446,-34.8427117,João Pessoa
Shopping Center Terceirão,"R. Duque de Caxias, 200 - Centro, João Pessoa",-7.1184044,-34.884015,João Pessoa
Shopping Triunfo,"R. Treze de Maio - Centro, João Pessoa",-7.117361799999999,-34.8819831,João Pessoa
Shopping Pátio Altiplano,"Avenida João Cirilo da Silva, 981 - Altiplano Cabo Branco, João Pessoa",-7.130117599999999,-34.8258254,João Pessoa
Praia Shopping,"Av. Gov. Flávio Ribeiro Coutinho, 300 - Jardim Oceania, João Pessoa",-7.097144399999999,-34.8361535,João Pessoa
Pirâmide Shopping Tambaú,"Av. Antônio Lira, 300 - Tambaú, João Pessoa",-7.1147014,-34.823821,João Pessoa
Bessa Shopping,"Bessa Shopping - R. Francisco Leocádio Ribeiro Coutinho, 55 - Sala 106 - Aeroclube, João Pessoa",-7.0844229,-34.8402601,João Pessoa
Shopping Cidade,"Praça João Pessoa, 105 - Centro, João Pessoa",-7.1209503,-34.8828154,João Pessoa
Shopping Varadouro,"R. Maciel Pinheiro, 548 - Varadouro, João Pessoa",-7.118685399999999,-34.8895235,João Pessoa
Shopping Moriah,"Av. Pres. Epitácio Pessoa, 2580 - Tambauzinho, João Pessoa",-7.1202165,-34.8470711,João Pessoa
TECHNE MALL BRISAMAR,"R. Cassimiro de Abreu, 56 - Brisamar, João Pessoa",-7.1160228,-34.839435,João Pessoa
Liber Mall,"Av. Liberdade, 3655 - Centro, Bayeux",-7.125823700000001,-34.9272608,João Pessoa
Shopping Sebrae,"R. Joaquim Pires Ferreira - Estados, João Pessoa",-7.110911,-34.8557722,João Pessoa
Shopping Cidade Jardim,"Av. Magalhães de Castro, 12.000 - Cidade Jardim, São Paulo",-23.5989077,-46.6976032,Osasco
Pátio Paulista Mall,"R. Treze de Maio, 1947 - Bela Vista, São Paulo",-23.5707613,-46.6432203,Osasco
Shopping Campo Grande,"Av. Afonso Pena, 4909 - Santa Fe, Campo Grande",-20.4577126,-54.58795,Campo Grande
Shopping Norte Sul Plaza,"Av. Pres. Ernesto Geisel, 2300 - Jardim Joquei Club, Campo Grande",-20.4798677,-54.6267358,Campo Grande
Shopping Bosque dos Ipês,"Av. Cônsul Assaf Trad, 4796 - Parque dos Novos Estados, Campo Grande",-20.3976754,-54.5589528,Campo Grande
Pátio Central Shopping,"R. Mal. Rondon, 1380 - Centro, Campo Grande",-20.4609266,-54.6183691,Campo Grande
Shopping Estação,"Av. Afonso Pena, 1736 - Centro, Campo Grande",-20.4654614,-54.6196569,Campo Grande
Centro Comercial Damha Mall,"R. Marquês de Pombal, 2886 - Tiradentes, Campo Grande",-20.4837316,-54.5562517,Campo Grande
Shopping Norte Sul,"R. Santa Adélia, 2 - Cohafama, Campo Grande",-20.477221,-54.6255427,Campo Grande
Center shopping D Goya,"Av. Min. João Arinos, 365 - B - Chácara Cachoeira, Campo Grande",-20.4699793,-54.5811852,Campo Grande
Shopping Igarassu,"PE-035, 482 - Centro, Igarassu",-7.8275817,-34.909406,Jaboatão dos Guararapes
Boulevard Paulista Shopping,"R. da Mangueira, 710 - Centro, Paulista",-7.940082800000001,-34.8830587,Jaboatão dos Guararapes
Shopping Carpina,"PE-041, KM 02 - Bairro Novo, Carpina",-7.835739500000001,-35.2260403,Jaboatão dos Guararapes
CWK GARDEN MALL,"Av. Mal. Mascarenhas de Morais, 2885 - Imbiribeira, Recife",-8.104771999999999,-34.9105582,Jaboatão dos Guararapes
Shopping Parnamirim,"R. João Tude de Melo, 77 - Parnamirim, Recife",-8.0356076,-34.9086817,Jaboatão dos Guararapes
Vale Sul Shopping,"Av. Andrômeda, 227 - Jardim Satélite, São José dos Campos",-23.2166661,-45.8921911,São José dos Campos
CenterVale Shopping,"Av. Dep. Benedito Matarazzo, 9403 - Jardim Oswaldo Cruz, São José dos Campos",-23.1997222,-45.8813889,São José dos Campos
Mogi Shopping,"Av. Ver. Narciso Yague Guimarães, 1001 - Jardim Armenia, Mogi das Cruzes",-23.5157811,-46.1797389,São José dos Campos
Suzano Shopping,"R. Sete de Setembro, 555 - Parque Suzano, Suzano",-23.5427727,-46.3176969,São José dos Campos
Shopping Jardim Oriente,"R. Andorra, 500 - Jardim America, São José dos Campos",-23.237639,-45.8978927,São José dos Campos
Shopping Taubate,"Av. Charles Schnneider, 1700 - Vila Costa, Taubaté",-23.0242543,-45.5818093,São José dos Campos
Colinas Shopping,"Av. São João, 2200 - Jardim das Colinas, São José dos Campos",-23.2037965,-45.9087424,São José dos Campos
Itaquá Park Shopping,"Estr. Mun. do Mandi, 1205 - Jardim Adriane, Itaquaquecetuba",-23.4752918,-46.3261929,São José dos Campos
Shopping Centro,"R. Rubião Júnior, 84 - Centro, São José dos Campos",-23.1844778,-45.8858111,São José dos Campos
Via Vale Garden Shopping,"Av. Dom Pedro I, 7181 - Res. Estoril, Taubaté",-23.0531345,-45.6047813,São José dos Campos
Aquarius Open Mall,"Av. Comendador Vicente de Paulo Penido, 373 - Parque Res. Aquarius, São José dos Campos",-23.2138642,-45.9014677,São José dos Campos
Caraguá Praia Shopping,"Av. Dr. Arthur da Costa Filho, 937 - Centro, Caraguatatuba",-23.6241226,-45.41056409999999,São José dos Campos
Mont Mall Shopping,"R. Rubião Júnior, 294 - Centro, São José dos Campos",-23.1839059,-45.88372270000001,São José dos Campos
Centro Mall,"Av. Monte Verde, 947-801 - Monte Verde, Camanducaia",-22.8630019,-46.03810900000001,São José dos Campos
Shopping Pátio Pinda,"R. Alcides Ramos Nogueira, 650 - Nossa Sra. do Perpetuo Socorro, Pindamonhangaba",-22.9468901,-45.48118849999999,São José dos Campos
Faro Calçadão Shopping,"R. Sebastião Humel, 268 - Centro, São José dos Campos",-23.1812221,-45.8854655,São José dos Campos
Jacareí Shopping Center,"R. Olímpio Catão, 500 - Centro, Jacareí",-23.3042226,-45.96265990000001,São José dos Campos
Shopping Pateo Itaquá,"Av. Italo Adami, 1809 - Morro Branco, Itaquaquecetuba",-23.4963143,-46.3484357,São José dos Campos
Center Shopping Uberlândia,"Av. João Naves de Ávila, 1331 - Tibery, Uberlândia",-18.9106626,-48.2606952,Uberlândia
Uberlândia Shopping,"Av. Paulo Gracindo, 15 - Morada da Colina, Uberlândia",-18.9573769,-48.27777510000001,Uberlândia
Shopping Village Altamira,"Av. Nicomedes Alves dos Santos, 1127 - Altamira, Uberlândia",-18.9329298,-48.2756793,Uberlândia
Pratic Shopping,"Av. João Pessoa, 120 - Centro, Uberlândia",-18.9140517,-48.2758127,Uberlândia
Umuarama Mall,"Av. Floriano Peixoto, 5237 - Alto Umuarama, Uberlândia",-18.8823555,-48.250544,Uberlândia
VILLA MACAÚBA MALL,"R. Aristides Fernandes Morais, 495 - Alvorada, Uberlândia",-18.9189803,-48.1974256,Uberlândia
Griff Shopping,"Av. Rondon Pacheco, 2300 - Saraiva, Uberlândia",-18.9257595,-48.2722874,Uberlândia
Paizódromo Shopping Center,"Av. Rondon Pacheco, 4600 - Tibery, Uberlândia",-18.908371,-48.261439,Uberlândia
Galeria Jacarandas - Shopping Park,"Av. Nicomedes Alves dos Santos, 7200 - Shopping Park, Uberlândia",-18.9791915,-48.2742833,Uberlândia
Shopping Mall,"Av. dos Vinhedos, 50 - Jardim Karaíba, Uberlândia",-18.9525425,-48.270001,Uberlândia
Agro Shopping • Uberlândia,"Av. Rui de Castro Santos, 1991 - Grand Ville, Uberlândia",-18.9056288,-48.2199754,Uberlândia
Center Mall [EM BREVE],"Av. José Fonseca e Sílva - Luizote de Freitas, Uberlândia",-18.9153102,-48.3284447,Uberlândia
Shopping Central Park,"Av. Ivo Mário Isaac Pires, 4040 - Tijuco Preto, Vargem Grande Paulista",-23.6428329,-46.9915545,Sorocaba
Sorocaba Shopping,"Av. Dr. Afonso Vergueiro, 1700 - Centro, Sorocaba",-23.496609,-47.4675483,Sorocaba
Shopping Cidade Sorocaba,"Av. Itavuvu, 3373 - Jardim Santa Cecilia, Sorocaba",-23.456759,-47.483232,Sorocaba
Polo Shopping Indaiatuba,"Alameda Filtros Mann, 670 - Jardim Tropical, Indaiatuba",-23.1163137,-47.2194738,Sorocaba
Shopping Iguatemi Esplanada,"Avenida Professora Izoraida Marques Peres - Parque Campolim, Sorocaba",-23.5336612,-47.4634434,Sorocaba
Pátio Cianê Shopping,"Av. Dr. Afonso Vergueiro, 823 - Centro, Sorocaba",-23.4964167,-47.46087499999999,Sorocaba
Shopping Jaraguá Indaiatuba,"R. Quinze de Novembro, 1200 - Centro, Indaiatuba",-23.0828488,-47.21297029999999,Sorocaba
Shopping Porto Miller Boulevard,"R. Ademar de Barros, 345, Porto Feliz",-23.2137618,-47.5225939,Sorocaba
Road Shopping - Rodovia Castello Branco,"Rod. Pres. Castello Branco, Km 72 - City Castello, Itu",-23.4083691,-47.2779159,Sorocaba
Shopping Olga,"Av. São Paulo, 4525 - Jardim Bandeirantes, Sorocaba",-23.4918269,-47.4115934,Sorocaba
Shopping SerrAzul,"Estrada Municipal Joaquim Bueno Neto, 9999 - Rio Abaixo, Itupeva",-23.1062015,-47.0089277,Sorocaba
Shopping 13 de Maio,"R. Treze de Maio, 192 - Centro, Indaiatuba",-23.0907736,-47.2140864,Sorocaba
Shopping Villa D'ouro,"R. Cel. Eugênio Motta, 521 - Vila Ferriello, Boituva",-23.2833675,-47.67025959999999,Sorocaba
Shopping Center São Roque,"R. Prof. Germano Negrini, 150 - Centro, São Roque",-23.5286729,-47.1360464,Sorocaba
Ribeirão Shopping,"Av. Cel. Fernando Ferreira Leite, 1540 - Jardim California, Ribeirão Preto",-21.2127492,-47.8159431,Ribeirão Preto
Novo Shopping Center Ribeirão Preto,"Av. Pres. Kennedy, 1500 - Ribeirânia, Ribeirão Preto",-21.2071556,-47.7679492,Ribeirão Preto
Shopping Iguatemi Ribeirão Preto,"Av. Luiz Eduardo Toledo Prado, 900 - Vila do Golfe, Ribeirão Preto",-21.2258911,-47.8345102,Ribeirão Preto
Shopping Santa Úrsula,"R. São José, 933 - Centro, Ribeirão Preto",-21.1824996,-47.80811869999999,Ribeirão Preto
São Bento Mall,"Rua Capitão Salomão, 2306 - Campos Elísios, Ribeirão Preto",-21.1729943,-47.7968082,Ribeirão Preto
Garden Shopping Center,"Av. Pres. Kennedy, 1500 - Ribeirânia, Ribeirão Preto",-21.207662,-47.7673145,Ribeirão Preto
Mega shopping do bràs -sertãozinho,"Av. Nossa Sra. Aparecida, 1319 - Conj. Hab. Lourenco Domenici, Sertãozinho",-21.1393735,-48.0053379,Ribeirão Preto
the Ribeirao Shopping Events Center,"Av. Braz Olaia Acosta, 727 - Jardim California, Ribeirão Preto",-21.2118474,-47.8181502,Ribeirão Preto
People Like Business Shopping,"R. Cravinhos, 429 - Jardim Paulistano, Ribeirão Preto",-21.1806568,-47.7899843,Ribeirão Preto
Shopping da Moda,"R. Voluntário Otto Gomes Martins, 1587 - Centro, Sertãozinho",-21.1374948,-47.98867190000001,Ribeirão Preto
Pantanal Shopping,"Av. Historiador Rubens de Mendonça, 3300 - Jardim Aclimacao, Cuiabá",-15.5755796,-56.0724411,Cuiabá
Shopping Estação Cuiabá,"Av. Miguel Sutil, 9300 - Santa Rosa, Cuiabá",-15.5901722,-56.1206927,Cuiabá
Shopping 3 Américas,"Av. Brasília, 1461 - Jardim das Américas, Cuiabá",-15.612374,-56.073727,Cuiabá
Goiabeiras Shopping,"Av. Jose Monteiro de Figueiredo, 500 - Duque de Caxias, Cuiabá",-15.5879587,-56.1120854,Cuiabá
Várzea Grande Shopping,"Av. Presidente Artur Bernardes, 43 - Centro Sul, Várzea Grande",-15.652796,-56.1228402,Cuiabá
Shopping Popular,"Av. Manoel José de Arruda, 207 - Dom Aquino, Cuiabá",-15.6132736,-56.10165079999999,Cuiabá
Shopping 13,"Rua 13 de Junho, 503 - Centro, Cuiabá",-15.6016295,-56.0981949,Cuiabá
Shopping Orla do Porto Cuiabá,"Rua 13 de Junho, 2345 - Porto, Cuiabá",-15.6149307,-56.1094352,Cuiabá
Shopping Popular Várzea Grande,"Av. Couto Magalhães - Centro Norte, Várzea Grande",-15.6472624,-56.1323932,Cuiabá
CPA Shopping,"R. São José do Rio Preto, 484 - Cpa II, Cuiabá",-15.5577905,-56.0510123,Cuiabá
Estaçao Bispo Shopping,"Av. Tenente Coronel Duarte, 469 - Dom Aquino, Cuiabá",-15.5990244,-56.0946231,Cuiabá
Mini shopping da 13,"Rua 13 de Junho, 266 - Centro, Cuiabá",-15.5999107,-56.0969394,Cuiabá
Pop Shopping Popular,"I, 666, Avenida 30 - Jardim Industriario, Cuiabá",-15.6458753,-55.97957169999999,Cuiabá
Shopping Jardins,"Av. Ministro Geraldo Barreto Sobral, 215 - Jardins, Aracaju",-10.9432674,-37.059823,Aracaju
RioMar Shopping Aracaju,"Av. Delmiro Gouveia, 400 - Coroa do Meio, Aracaju",-10.9447321,-37.0475752,Aracaju
Alameda Mall,"Av. Gen. Djenal Tavares de Queroz, 263-313 - Luzia, Aracaju",-10.9313919,-37.0614964,Aracaju
Aracaju Parque Shopping,"Av. João Rodrigues, 42 - Industrial, Aracaju",-10.9009986,-37.0501126,Aracaju
Shopping Aracaju,"R. Apulcro Mota, 630 - Centro, Aracaju",-10.9071845,-37.0502712,Aracaju
Shopping Prêmio,"Av. Moacir Oliveira, S/N - Marcos Freire I, Nossa Sra. do Socorro",-10.8510302,-37.0779354,Aracaju
Center Treze Mall,"R. Ananias Azevedo, 184 - 13 de Julho, Aracaju",-10.9329682,-37.0520954,Aracaju
Shopping São Braz,"Av. Manoel Pedro dos Santos Neto, S/N - São Braz, Nossa Sra. do Socorro",-10.8535671,-37.0546861,Aracaju
Shopping Peixoto,"Av. José Amâncio Bpo., 5419 - Miguel Teles de Mendonça, Itabaiana",-10.7084526,-37.4252087,Aracaju
L'Avenue Mall,"Av. Jorge Amado, 1466 - Jardins, Aracaju",-10.9421843,-37.0535673,Aracaju
Ellevado Mall,"Av. Hermes Fontes, 1381 - Salgado Filho, Aracaju",-10.9299739,-37.0604921,Aracaju
Shopping Aracaju,"R. João Pessoa, 607 - Centro, Aracaju",-10.9072194,-37.0493281,Aracaju
Village Mall Atalaia,"Rua Deputado Clóvis Rollemberg, 227 - Atalaia, Aracaju",-10.9965846,-37.0569867,Aracaju
Shopping encontro,"R. Itabaianinha, 157 - Centro, Aracaju",-10.9111979,-37.0505569,Aracaju
Shopping Farol,"Av. Murilo Dantas, 881 - Farolândia, Aracaju",-10.9710303,-37.0559414,Aracaju
Shopping Praia Sul,"Av. Melício Machado - Aruana, Aracaju",-11.0186345,-37.0843016,Aracaju
Shopping Box Tabajara,"com - Rua São Cristóvão, R. Itabaianinha - Centro, Aracaju",-10.9106573,-37.0506839,Aracaju
Shopping Box,"Av. Mamede Paes Mendonça, 41 - Centro, Aracaju",-10.9079101,-37.05270900000001,Aracaju
Shopping Avenida,"Ferreira de Cerqueira - Av. Nóide Cerqueira, 5710 - Sim, Feira de Santana",-12.2559943,-38.9209742,Feira de Santana
Shopping Millenium,"Av. Francisco Fraga Maia, s/n - Mangabeira, Feira de Santana",-12.2254868,-38.9519157,Feira de Santana
Viva Artemia Mall,"Av. Artêmia Pires Freitas - Santo Antônio dos Prazeres, Feira de Santana",-12.2455749,-38.9075719,Feira de Santana
Shopping Garden Artemia,"Av. Artêmia Pires Freitas, 6850 - Sim, Feira de Santana",-12.2462214,-38.9086676,Feira de Santana
Papagaio Mall,"R. Rubens Francisco Dias, S/N - Papagaio, Feira de Santana",-12.201738,-38.9439502,Feira de Santana
SHOPPING CENTRO OESTE NORDESTE,"Praça República, Nº 159 - Centro, Feira de Santana",-12.2610464,-38.9676126,Feira de Santana
Shopping Jomafa,"Rua Conselheiro Franco, 268 - Centro, Feira de Santana",-12.2555317,-38.967639,Feira de Santana
Shopping 7 Mil,"Centro, Feira de Santana",-12.2597489,-38.9678895,Feira de Santana
Feiraguay Shopping Popular,"Praça Pres. Médici, 92 - Centro, Feira de Santana",-12.2599331,-38.968171,Feira de Santana
Shopping Popular da Marechal,"R. Mal. Deodoro, 429 - Centro, Feira de Santana",-12.2590948,-38.966723,Feira de Santana
Shopping das Fábricas,"Av. Getúlio Vargas, 330 - Centro, Feira de Santana",-12.255049,-38.9621889,Feira de Santana
Shopping Center Candeias,"Via Sul, 58 - Pitanga, Candeias",-12.6667624,-38.5451641,Feira de Santana
Garten Shopping,"Av. Rolf Wiest, 333 - Bom Retiro, Joinville",-26.2524191,-48.8527069,Joinville
Shopping Cidade das Flores,"R. Mário Lobo, 106 - Centro, Joinville",-26.2990123,-48.8484939,Joinville
Novo Barra Shopping,"Rua paralela à BR-101, R. Valdir Michereff - Tabuleiro, Barra Velha",-26.6537011,-48.6870173,Joinville
Adidas Sneakers Collect Shopping Muller,"R. Visc. de Taunay, 235 - Centro, Joinville",-26.3036717,-48.84910559999999,Joinville
Loja Paulistinha Shopping da Barra,"Av. Dom Henrique II, 676 - Barra do Saí, Itapoá",-26.0117904,-48.6060946,Joinville
SHOPPING GARTEN JOINVILLE,"Av. Rolf Wiest, 333 - Bom Retiro, Joinville",-26.2524191,-48.8527069,Joinville
Shopping Republica,"Av. República do Líbano, 1463 - St. Oeste, Goiânia",-16.6784364,-49.26697129999999,Aparecida de Goiânia
Boulevard Shopping Londrina,"Av. Theodoro Victorelli, 150 - Carlota, Londrina",-23.3119604,-51.1471792,Londrina
Catuaí Londrina Shopping Mall,"Rod. Celso Garcia Cid, 5600 - Palhano 2, Londrina",-23.3425867,-51.1855584,Londrina
Shopping Centronorte,"Pr. Interventor Manoel Ribas, 135 - Centro, Apucarana",-23.5518269,-51.4643668,Londrina
Royal Plaza Shopping,"R. Mato Grosso, 310 - Centro, Londrina",-23.3112796,-51.1566851,Londrina
Aurora Mall,"Av. Ayrton Senna da Silva, 400 - Palhano 1, Londrina",-23.3290075,-51.1778464,Londrina
Londrina Norte Shopping,"R. Américo Deolindo Garla, 224 - Pacaembu, Londrina",-23.2860573,-51.15220790000001,Londrina
Tropical Mall,"Av. Pedro Viriato P. de Souza, 100 - Pq Manella, Cambé",-23.2962115,-51.23442259999999,Londrina
Shopping Quintino,"R. Quintino Bocaiúva, 812 - Conceicao, Londrina",-23.3047943,-51.1685905,Londrina
